InvoiceID,InvoiceNumber,CustomerName,Dates,EmployeeName,Title,GenreName,RegionName,Quantity,Price,Total
1790,137059,Soft Focus Video Rental,11/13/2014,"Jennings,John",The Decalogue,Drama,North,20,11.2,224.08
87,136469,Soft Focus Video Rental,11/14/2014,"Hawking,Alfred",The Decalogue,Drama,North,25,10.63,265.86
1887,137093,Lights-Camera-Action Ltd,11/15/2014,"Bradshaw,John",The Decalogue,Drama,South,14,9.12,127.61
402,136576,Lights-Camera-Action Ltd,11/16/2014,"Spears,Julie",The Decalogue,Drama,South,13,11.39,148.12
337,136555,Lights-Camera-Action Ltd,11/17/2014,"Putin,Julia",The Decalogue,Drama,North,23,12.15,279.53
454,136592,Creative Films,11/18/2014,"Lee,Frank",The Decalogue,Drama,South,10,8.93,89.25
266,136530,Creative Films,11/19/2014,"Armstrong,Dan",The Decalogue,Drama,North,21,11.2,235.29
151,136492,Video Flicks International,11/20/2014,"Simpson,Meryl",The Decalogue,Drama,South,13,11.58,150.59
1959,137115,Video Flicks International,11/21/2014,"Simpson,Howard",The Decalogue,Drama,North,1,11.01,11.01
565,136629,Cinefocus DVD,11/22/2014,"Lee,Frank",The Decalogue,Drama,South,12,9.49,113.94
1890,137094,Cinefocus DVD,11/23/2014,"Bradshaw,John",The Decalogue,Drama,South,6,11.39,68.36
1837,137077,Cinefocus DVD,11/24/2014,"Silverstone,Gloria",The Decalogue,Drama,Middle,22,10.44,229.78
1096,136824,Cinefocus DVD,11/25/2014,"Hawking,Alfred",The Decalogue,Drama,North,24,10.82,259.78
846,136728,Cinefocus DVD,11/26/2014,"Hicks,Michael",The Decalogue,Drama,North,6,11.77,70.64
59,136458,AV Supplies,11/27/2014,"Simpson,Meryl",The Decalogue,Drama,South,19,8.93,169.58
1150,136840,AV Supplies,11/28/2014,"Simpson,Meryl",The Decalogue,Drama,South,22,9.3,204.71
118,136480,Magic Lantern Classic Film Rental,11/29/2014,"Anderson,Jane",The Decalogue,Drama,South,15,11.58,173.76
490,136606,Cheapo Cheap DVD's Ltd,11/30/2014,"Streep,Margaret",The Decalogue,Drama,South,2,12.34,24.69
758,136695,Cheapo Cheap DVD's Ltd,12/1/2014,"Goodman,Paul",The Decalogue,Drama,North,23,11.2,257.69
549,136624,Addison-Freelander Screen Agency,12/2/2014,"Bell,Stephen",The Decalogue,Drama,South,11,12.34,135.78
886,136745,Silver Screen Video,12/3/2014,"Streep,Margaret",The Singing Detective,Drama,South,10,5.88,58.75
2041,137146,Silver Screen Video,12/4/2014,"Streep,Margaret",The Singing Detective,Drama,South,13,6.83,88.85
1608,136998,Classic Films,12/5/2014,"Bell,Stephen",The Singing Detective,Drama,South,7,7.79,54.55
1952,137114,Classic Films,12/6/2014,"West,Chuck",The Singing Detective,Drama,Middle,17,5.64,95.8
1694,137027,Classic Films,12/7/2014,"Goodman,Paul",The Singing Detective,Drama,North,17,6.95,118.22
1144,136837,Classic Films,12/8/2014,"Armstrong,Dan",The Singing Detective,Drama,North,22,7.07,155.63
209,136511,Box Office Supplies,12/9/2014,"Putin,Julia",The Singing Detective,Drama,North,15,7.55,113.31
621,136648,Box Office Supplies,12/10/2014,"Putin,Julia",The Singing Detective,Drama,North,15,6.71,100.72
1846,137082,Box Office Supplies,12/11/2014,"Hawking,Alfred",The Singing Detective,Drama,North,12,5.4,64.75
1157,136844,Lights-Camera-Action Ltd,12/12/2014,"Bell,Stephen",The Singing Detective,Drama,South,1,6.71,6.71
2134,137178,Lights-Camera-Action Ltd,12/13/2014,"Manning,Marilyn",The Singing Detective,Drama,Middle,11,6.23,68.58
617,136646,Lights-Camera-Action Ltd,12/14/2014,"Hawking,Alfred",The Singing Detective,Drama,North,16,6.12,97.84
2060,137154,Lights-Camera-Action Ltd,12/15/2014,"Hawking,Alfred",The Singing Detective,Drama,North,20,5.4,107.91
219,136514,Lights-Camera-Action Ltd,12/16/2014,"Hicks,Michael",The Singing Detective,Drama,North,9,6.83,61.51
1682,137023,Creative Films,12/17/2014,"Spears,Julie",The Singing Detective,Drama,South,2,6.24,12.47
1813,137068,Video Flicks International,12/18/2014,"Simpson,Meryl",The Singing Detective,Drama,South,16,6.59,105.51
1538,136975,Video Flicks International,12/19/2014,"Armstrong,Dan",The Singing Detective,Drama,North,25,5.52,137.88
568,136629,Cinefocus DVD,12/20/2014,"Lee,Frank",The Singing Detective,Drama,South,25,6.71,167.86
1892,137094,Cinefocus DVD,12/21/2014,"Bradshaw,John",The Singing Detective,Drama,South,11,5.52,60.67
221,136515,Cinefocus DVD,12/22/2014,"Simpson,Meryl",The Singing Detective,Drama,South,17,6.47,110.07
1394,136927,Cinefocus DVD,12/23/2014,"Simpson,Meryl",The Singing Detective,Drama,South,25,7.55,188.84
559,136626,Cinefocus DVD,12/24/2014,"Streep,Margaret",The Singing Detective,Drama,South,5,6.83,34.17
1033,136798,Cinefocus DVD,12/25/2014,"West,Chuck",The Singing Detective,Drama,Middle,6,7.79,46.76
871,136740,Cinefocus DVD,12/26/2014,"Manning,Marilyn",The Singing Detective,Drama,Middle,12,6.48,77.7
1192,136855,AV Supplies,12/27/2014,"Hicks,Michael",The Singing Detective,Drama,North,23,7.79,179.25
2151,137185,Magic Lantern Classic Film Rental,12/28/2014,"Silverstone,Gloria",The Singing Detective,Drama,Middle,16,6.47,103.59
2035,137144,Cheapo Cheap DVD's Ltd,12/29/2014,"Bell,Stephen",The Singing Detective,Drama,South,5,7.19,35.97
790,136706,Cheapo Cheap DVD's Ltd,12/30/2014,"Spears,Julie",The Singing Detective,Drama,South,4,6.84,27.34
942,136769,Cheapo Cheap DVD's Ltd,12/31/2014,"Silverstone,Gloria",The Singing Detective,Drama,Middle,21,5.88,123.38
483,136603,Addison-Freelander Screen Agency,1/1/2015,"Sagan,Jessica",The Singing Detective,Drama,Middle,1,7.79,7.79
1744,137042,Addison-Freelander Screen Agency,1/2/2015,"Sagan,Jessica",The Singing Detective,Drama,Middle,22,7.31,160.91
1727,137039,Addison-Freelander Screen Agency,1/3/2015,"Armstrong,Dan",The Singing Detective,Drama,North,22,5.4,118.7
1057,136809,Silver Screen Video,1/4/2015,"Davis,Charles",The Fly,Drama,Middle,17,6.71,114.14
206,136509,Silver Screen Video,1/5/2015,"Simpson,Howard",The Fly,Drama,North,11,6.23,68.58
1703,137032,Classic Films,1/6/2015,"Diamond,Elizabeth",The Fly,Drama,Middle,7,6.59,46.16
410,136578,Classic Films,1/7/2015,"Newhart,Anna",The Fly,Drama,Middle,15,6.95,104.31
904,136752,Classic Films,1/8/2015,"Manning,Marilyn",The Fly,Drama,Middle,21,6.59,138.48
188,136505,Classic Films,1/9/2015,"Goodman,Paul",The Fly,Drama,North,14,6.59,92.32
1928,137106,Box Office Supplies,1/10/2015,"Bradshaw,John",The Fly,Drama,South,5,7.31,36.57
1619,137001,Box Office Supplies,1/11/2015,"Diamond,Elizabeth",The Fly,Drama,Middle,11,6.59,72.54
212,136511,Box Office Supplies,1/12/2015,"Putin,Julia",The Fly,Drama,North,17,5.64,95.8
1748,137045,Box Office Supplies,1/13/2015,"Simpson,Howard",The Fly,Drama,North,19,7.55,143.52
1113,136827,Box Office Supplies,1/14/2015,"Jennings,John",The Fly,Drama,North,17,6.47,110.07
191,136506,Box Office Supplies,1/15/2015,"Carrey,Julia",The Fly,Drama,North,17,6.59,112.11
689,136674,Soft Focus Video Rental,1/16/2015,"Bradshaw,John",The Fly,Drama,South,22,5.76,126.61
1422,136937,Soft Focus Video Rental,1/17/2015,"Spears,Julie",The Fly,Drama,South,18,7.07,127.33
285,136536,Soft Focus Video Rental,1/18/2015,"West,Chuck",The Fly,Drama,Middle,18,6,107.91
1558,136982,Soft Focus Video Rental,1/19/2015,"Putin,Julia",The Fly,Drama,North,16,7.79,124.7
955,136774,Lights-Camera-Action Ltd,1/20/2015,"Lee,Frank",The Fly,Drama,South,3,6.95,20.86
762,136696,Lights-Camera-Action Ltd,1/21/2015,"Manning,Marilyn",The Fly,Drama,Middle,13,5.4,70.14
70,136461,Lights-Camera-Action Ltd,1/22/2015,"Jennings,John",The Fly,Drama,North,14,6.24,87.29
1133,136833,Creative Films,1/23/2015,"Ashe,Lucille",The Fly,Drama,Middle,15,7.31,109.71
1325,136904,Creative Films,1/24/2015,"West,Chuck",The Fly,Drama,Middle,16,7.55,120.86
2001,137131,Creative Films,1/25/2015,"Armstrong,Dan",The Fly,Drama,North,3,5.99,17.98
141,136488,Video Flicks International,1/26/2015,"Simpson,Howard",The Fly,Drama,North,16,6.36,101.68
1879,137091,Cinefocus DVD,1/27/2015,"Simpson,Meryl",The Fly,Drama,South,8,5.52,44.12
880,136743,Cinefocus DVD,1/28/2015,"Sagan,Jessica",The Fly,Drama,Middle,16,6.59,105.51
1239,136875,Cinefocus DVD,1/29/2015,"Manning,Marilyn",The Fly,Drama,Middle,14,5.52,77.22
2105,137169,Cinefocus DVD,1/30/2015,"Silverstone,Gloria",The Fly,Drama,Middle,13,7.79,101.32
1403,136930,Cinefocus DVD,1/31/2015,"Simpson,Howard",The Fly,Drama,North,10,6.71,67.14
430,136585,AV Supplies,2/1/2015,"Richards,Andy",The Fly,Drama,South,10,7.19,71.94
2023,137139,AV Supplies,2/2/2015,"Diamond,Elizabeth",The Fly,Drama,Middle,18,6.47,116.54
1717,137035,AV Supplies,2/3/2015,"Jennings,John",The Fly,Drama,North,3,6.35,19.06
2062,137155,AV Supplies,2/4/2015,"Jennings,John",The Fly,Drama,North,2,7.44,14.87
757,136694,Magic Lantern Classic Film Rental,2/5/2015,"Bradshaw,John",The Fly,Drama,South,2,6.12,12.23
1094,136823,Magic Lantern Classic Film Rental,2/6/2015,"Manning,Marilyn",The Fly,Drama,Middle,18,7.07,127.33
1426,136939,Cheapo Cheap DVD's Ltd,2/7/2015,"Diamond,Elizabeth",The Fly,Drama,Middle,7,7.79,54.55
1623,137002,Cheapo Cheap DVD's Ltd,2/8/2015,"Carrey,Julia",The Fly,Drama,North,16,6.12,97.84
1221,136867,Addison-Freelander Screen Agency,2/9/2015,"Anderson,Jane",The Fly,Drama,South,5,6.35,31.77
518,136616,Silver Screen Video,2/10/2015,"Jennings,John",Ulysses' Gaze,Drama,North,1,8.79,8.79
1923,137103,Silver Screen Video,2/11/2015,"Carrey,Julia",Ulysses' Gaze,Drama,North,23,7.68,176.53
1349,136912,Classic Films,2/12/2015,"Simpson,Meryl",Ulysses' Gaze,Drama,South,24,10.07,241.77
1951,137114,Classic Films,2/13/2015,"West,Chuck",Ulysses' Gaze,Drama,Middle,8,8.64,69.08
1962,137117,Box Office Supplies,2/14/2015,"Manning,Marilyn",Ulysses' Gaze,Drama,Middle,3,8.95,26.86
217,136513,Box Office Supplies,2/15/2015,"Simpson,Howard",Ulysses' Gaze,Drama,North,12,7.2,86.35
1053,136807,Soft Focus Video Rental,2/16/2015,"Bell,Stephen",Ulysses' Gaze,Drama,South,9,7.52,67.64
690,136674,Soft Focus Video Rental,2/17/2015,"Bradshaw,John",Ulysses' Gaze,Drama,South,22,10.23,225.14
807,136712,Soft Focus Video Rental,2/18/2015,"Streep,Margaret",Ulysses' Gaze,Drama,South,3,9.75,29.26
1272,136884,Soft Focus Video Rental,2/19/2015,"Ashe,Lucille",Ulysses' Gaze,Drama,Middle,23,9.59,220.66
986,136782,Soft Focus Video Rental,2/20/2015,"Putin,Julia",Ulysses' Gaze,Drama,North,17,8.95,152.22
1154,136842,Soft Focus Video Rental,2/21/2015,"Putin,Julia",Ulysses' Gaze,Drama,North,15,10.39,155.9
1877,137090,Lights-Camera-Action Ltd,2/22/2015,"Richards,Andy",Ulysses' Gaze,Drama,South,25,7.36,183.88
1015,136794,Lights-Camera-Action Ltd,2/23/2015,"Davis,Charles",Ulysses' Gaze,Drama,Middle,25,9.75,243.85
592,136637,Lights-Camera-Action Ltd,2/24/2015,"Jennings,John",Ulysses' Gaze,Drama,North,3,10.39,31.18
448,136590,Creative Films,2/25/2015,"Lee,Frank",Ulysses' Gaze,Drama,South,24,9.43,226.42
2122,137175,Creative Films,2/26/2015,"Davis,Charles",Ulysses' Gaze,Drama,Middle,22,8.63,189.96
1458,136949,Creative Films,2/27/2015,"Jennings,John",Ulysses' Gaze,Drama,North,15,8.31,124.72
359,136564,Video Flicks International,2/28/2015,"Bell,Stephen",Ulysses' Gaze,Drama,South,24,9.91,237.93
1568,136986,Video Flicks International,3/1/2015,"Diamond,Elizabeth",Ulysses' Gaze,Drama,Middle,2,9.91,19.83
1466,136953,Video Flicks International,3/2/2015,"Newhart,Anna",Ulysses' Gaze,Drama,Middle,20,7.52,150.31
964,136776,Video Flicks International,3/3/2015,"Manning,Marilyn",Ulysses' Gaze,Drama,Middle,8,10.07,80.59
277,136534,Cinefocus DVD,3/4/2015,"Anderson,Jane",Ulysses' Gaze,Drama,South,3,8.47,25.42
514,136614,Cinefocus DVD,3/5/2015,"Sagan,Jessica",Ulysses' Gaze,Drama,Middle,4,8.96,35.82
594,136639,AV Supplies,3/6/2015,"Lee,Frank",Ulysses' Gaze,Drama,South,24,9.27,222.58
895,136749,AV Supplies,3/7/2015,"Richards,Andy",Ulysses' Gaze,Drama,South,20,9.75,195.08
1043,136801,AV Supplies,3/8/2015,"Anderson,Jane",Ulysses' Gaze,Drama,South,20,9.75,195.08
21,136442,AV Supplies,3/9/2015,"Newhart,Anna",Ulysses' Gaze,Drama,Middle,12,8.79,105.53
532,136618,AV Supplies,3/10/2015,"Manning,Marilyn",Ulysses' Gaze,Drama,Middle,22,8.79,193.48
78,136466,AV Supplies,3/11/2015,"Carrey,Julia",Ulysses' Gaze,Drama,North,7,9.11,63.8
779,136702,AV Supplies,3/12/2015,"Hicks,Michael",Ulysses' Gaze,Drama,North,17,8,135.92
391,136575,Magic Lantern Classic Film Rental,3/13/2015,"West,Chuck",Ulysses' Gaze,Drama,Middle,1,7.84,7.84
1861,137087,Magic Lantern Classic Film Rental,3/14/2015,"Putin,Julia",Ulysses' Gaze,Drama,North,12,7.36,88.26
1746,137044,Magic Lantern Classic Film Rental,3/15/2015,"Armstrong,Dan",Ulysses' Gaze,Drama,North,2,8.32,16.63
2038,137144,Cheapo Cheap DVD's Ltd,3/16/2015,"Bell,Stephen",Ulysses' Gaze,Drama,South,11,8.15,89.7
653,136660,Cheapo Cheap DVD's Ltd,3/17/2015,"Richards,Andy",Ulysses' Gaze,Drama,South,1,9.11,9.11
1300,136894,Cheapo Cheap DVD's Ltd,3/18/2015,"Anderson,Jane",Ulysses' Gaze,Drama,South,6,7.2,43.17
513,136613,Cheapo Cheap DVD's Ltd,3/19/2015,"Simpson,Howard",Ulysses' Gaze,Drama,North,19,7.99,151.9
760,136695,Cheapo Cheap DVD's Ltd,3/20/2015,"Goodman,Paul",Ulysses' Gaze,Drama,North,9,7.2,64.76
297,136540,Addison-Freelander Screen Agency,3/21/2015,"Putin,Julia",Ulysses' Gaze,Drama,North,13,10.07,130.96
1171,136849,Classic Films,3/22/2015,"Bell,Stephen",Kandahar,Drama,South,16,7.2,115.12
2058,137153,Classic Films,3/23/2015,"Sagan,Jessica",Kandahar,Drama,Middle,21,8.24,173.13
1104,136826,Classic Films,3/24/2015,"Simpson,Howard",Kandahar,Drama,North,13,8.54,111.08
326,136552,Classic Films,3/25/2015,"Hicks,Michael",Kandahar,Drama,North,16,8.24,131.91
1025,136796,Box Office Supplies,3/26/2015,"Simpson,Meryl",Kandahar,Drama,South,15,6.9,103.43
52,136454,Box Office Supplies,3/27/2015,"Goodman,Paul",Kandahar,Drama,North,23,8.54,196.52
685,136674,Soft Focus Video Rental,3/28/2015,"Bradshaw,John",Kandahar,Drama,South,21,9.29,195.17
120,136481,Soft Focus Video Rental,3/29/2015,"Carrey,Julia",Kandahar,Drama,North,24,7.5,179.88
770,136699,Soft Focus Video Rental,3/30/2015,"Hicks,Michael",Kandahar,Drama,North,4,9.44,37.77
1283,136887,Lights-Camera-Action Ltd,3/31/2015,"Ashe,Lucille",Kandahar,Drama,Middle,11,9.59,105.53
1182,136853,Creative Films,4/1/2015,"Newhart,Anna",Kandahar,Drama,Middle,4,8.54,34.18
1187,136854,Video Flicks International,4/2/2015,"Richards,Andy",Kandahar,Drama,South,8,9.74,77.95
1687,137025,Video Flicks International,4/3/2015,"Anderson,Jane",Kandahar,Drama,South,15,7.79,116.92
236,136520,Video Flicks International,4/4/2015,"Sagan,Jessica",Kandahar,Drama,Middle,4,7.2,28.78
156,136493,Cinefocus DVD,4/5/2015,"Ashe,Lucille",Kandahar,Drama,Middle,16,8.24,131.91
1718,137036,Cinefocus DVD,4/6/2015,"Sagan,Jessica",Kandahar,Drama,Middle,12,8.39,100.73
596,136639,AV Supplies,4/7/2015,"Lee,Frank",Kandahar,Drama,South,10,9.74,97.44
1233,136871,AV Supplies,4/8/2015,"Manning,Marilyn",Kandahar,Drama,Middle,7,9.14,64.01
662,136663,AV Supplies,4/9/2015,"Jennings,John",Kandahar,Drama,North,2,7.94,15.89
1524,136971,Magic Lantern Classic Film Rental,4/10/2015,"Lee,Frank",Kandahar,Drama,South,24,7.64,183.48
1862,137087,Magic Lantern Classic Film Rental,4/11/2015,"Putin,Julia",Kandahar,Drama,North,17,8.54,145.25
474,136600,Magic Lantern Classic Film Rental,4/12/2015,"Jennings,John",Kandahar,Drama,North,6,9.14,54.86
654,136660,Cheapo Cheap DVD's Ltd,4/13/2015,"Richards,Andy",Kandahar,Drama,South,2,7.8,15.59
1627,137004,Cheapo Cheap DVD's Ltd,4/14/2015,"Simpson,Howard",Kandahar,Drama,North,2,8.85,17.69
1051,136805,Addison-Freelander Screen Agency,4/15/2015,"Newhart,Anna",Kandahar,Drama,Middle,25,8.99,224.85
1491,136962,Addison-Freelander Screen Agency,4/16/2015,"Newhart,Anna",Kandahar,Drama,Middle,8,7.64,61.16
941,136768,Silver Screen Video,4/17/2015,"Lee,Frank",E.T. the Extra-Terrestrial,Sci Fi,South,25,6.5,162.38
2099,137167,Silver Screen Video,4/18/2015,"Newhart,Anna",E.T. the Extra-Terrestrial,Sci Fi,Middle,4,8.06,32.22
409,136578,Classic Films,4/19/2015,"Newhart,Anna",E.T. the Extra-Terrestrial,Sci Fi,Middle,24,6.36,152.76
902,136752,Classic Films,4/20/2015,"Manning,Marilyn",E.T. the Extra-Terrestrial,Sci Fi,Middle,2,6.36,12.73
960,136775,Box Office Supplies,4/21/2015,"Streep,Margaret",E.T. the Extra-Terrestrial,Sci Fi,South,1,8.31,8.31
1620,137001,Box Office Supplies,4/22/2015,"Diamond,Elizabeth",E.T. the Extra-Terrestrial,Sci Fi,Middle,15,6.62,99.37
275,136533,Box Office Supplies,4/23/2015,"Sagan,Jessica",E.T. the Extra-Terrestrial,Sci Fi,Middle,21,6.5,136.4
737,136690,Box Office Supplies,4/24/2015,"Davis,Charles",E.T. the Extra-Terrestrial,Sci Fi,Middle,25,7.4,185.11
980,136780,Soft Focus Video Rental,4/25/2015,"Richards,Andy",E.T. the Extra-Terrestrial,Sci Fi,South,24,6.36,152.76
94,136472,Soft Focus Video Rental,4/26/2015,"Davis,Charles",E.T. the Extra-Terrestrial,Sci Fi,Middle,17,7.4,125.87
88,136469,Soft Focus Video Rental,4/27/2015,"Hawking,Alfred",E.T. the Extra-Terrestrial,Sci Fi,North,9,8.44,75.99
2068,137157,Lights-Camera-Action Ltd,4/28/2015,"Bell,Stephen",E.T. the Extra-Terrestrial,Sci Fi,South,8,7.53,60.27
1147,136839,Lights-Camera-Action Ltd,4/29/2015,"Richards,Andy",E.T. the Extra-Terrestrial,Sci Fi,South,2,6.36,12.73
2080,137162,Lights-Camera-Action Ltd,4/30/2015,"Richards,Andy",E.T. the Extra-Terrestrial,Sci Fi,South,21,6.62,139.12
1061,136810,Lights-Camera-Action Ltd,5/1/2015,"Newhart,Anna",E.T. the Extra-Terrestrial,Sci Fi,Middle,16,5.85,93.53
1900,137095,Lights-Camera-Action Ltd,5/2/2015,"Hawking,Alfred",E.T. the Extra-Terrestrial,Sci Fi,North,13,7.66,99.63
1117,136828,Lights-Camera-Action Ltd,5/3/2015,"Goodman,Paul",E.T. the Extra-Terrestrial,Sci Fi,North,15,7.66,114.96
967,136777,Creative Films,5/4/2015,"Anderson,Jane",E.T. the Extra-Terrestrial,Sci Fi,South,5,7.27,36.37
1455,136948,Creative Films,5/5/2015,"Sagan,Jessica",E.T. the Extra-Terrestrial,Sci Fi,Middle,4,7.8,31.18
1002,136788,Video Flicks International,5/6/2015,"Bradshaw,John",E.T. the Extra-Terrestrial,Sci Fi,South,23,6.49,149.38
1686,137025,Video Flicks International,5/7/2015,"Anderson,Jane",E.T. the Extra-Terrestrial,Sci Fi,South,10,6.76,67.55
963,136776,Video Flicks International,5/8/2015,"Manning,Marilyn",E.T. the Extra-Terrestrial,Sci Fi,Middle,25,5.85,146.14
1955,137115,Video Flicks International,5/9/2015,"Simpson,Howard",E.T. the Extra-Terrestrial,Sci Fi,North,24,7.27,174.59
2129,137177,Video Flicks International,5/10/2015,"Hawking,Alfred",E.T. the Extra-Terrestrial,Sci Fi,North,20,7.14,142.89
1940,137108,Cinefocus DVD,5/11/2015,"Bradshaw,John",E.T. the Extra-Terrestrial,Sci Fi,South,6,6.5,38.97
1309,136898,Cinefocus DVD,5/12/2015,"Newhart,Anna",E.T. the Extra-Terrestrial,Sci Fi,Middle,8,8.44,67.55
467,136597,Cinefocus DVD,5/13/2015,"West,Chuck",E.T. the Extra-Terrestrial,Sci Fi,Middle,11,7.01,77.16
817,136714,Cinefocus DVD,5/14/2015,"Jennings,John",E.T. the Extra-Terrestrial,Sci Fi,North,15,8.18,122.76
1210,136862,AV Supplies,5/15/2015,"Streep,Margaret",E.T. the Extra-Terrestrial,Sci Fi,South,9,6.62,59.62
864,136737,AV Supplies,5/16/2015,"Putin,Julia",E.T. the Extra-Terrestrial,Sci Fi,North,12,6.1,73.26
754,136694,Magic Lantern Classic Film Rental,5/17/2015,"Bradshaw,John",E.T. the Extra-Terrestrial,Sci Fi,South,8,7.79,62.35
670,136666,Magic Lantern Classic Film Rental,5/18/2015,"Anderson,Jane",E.T. the Extra-Terrestrial,Sci Fi,South,22,7.92,174.33
733,136689,Magic Lantern Classic Film Rental,5/19/2015,"Diamond,Elizabeth",E.T. the Extra-Terrestrial,Sci Fi,Middle,10,7.02,70.15
1863,137087,Magic Lantern Classic Film Rental,5/20/2015,"Putin,Julia",E.T. the Extra-Terrestrial,Sci Fi,North,6,8.05,48.32
504,136610,Magic Lantern Classic Film Rental,5/21/2015,"Simpson,Howard",E.T. the Extra-Terrestrial,Sci Fi,North,15,8.18,122.76
501,136609,Cheapo Cheap DVD's Ltd,5/22/2015,"Simpson,Meryl",E.T. the Extra-Terrestrial,Sci Fi,South,17,8.05,136.91
749,136693,Cheapo Cheap DVD's Ltd,5/23/2015,"West,Chuck",E.T. the Extra-Terrestrial,Sci Fi,Middle,11,6.75,74.3
293,136538,Cheapo Cheap DVD's Ltd,5/24/2015,"Manning,Marilyn",E.T. the Extra-Terrestrial,Sci Fi,Middle,22,6.62,145.75
1490,136962,Addison-Freelander Screen Agency,5/25/2015,"Newhart,Anna",E.T. the Extra-Terrestrial,Sci Fi,Middle,14,8.18,114.57
1536,136974,Addison-Freelander Screen Agency,5/26/2015,"Newhart,Anna",E.T. the Extra-Terrestrial,Sci Fi,Middle,13,8.18,106.39
1123,136829,Addison-Freelander Screen Agency,5/27/2015,"Davis,Charles",E.T. the Extra-Terrestrial,Sci Fi,Middle,25,7.27,181.86
1971,137119,Addison-Freelander Screen Agency,5/28/2015,"Hawking,Alfred",E.T. the Extra-Terrestrial,Sci Fi,North,5,7.92,39.62
1071,136813,Silver Screen Video,5/29/2015,"Lee,Frank",Blade Runner,Sci Fi,South,6,8.39,50.36
613,136644,Silver Screen Video,5/30/2015,"Bell,Stephen",Blade Runner,Sci Fi,South,18,7.41,133.46
1220,136866,Silver Screen Video,5/31/2015,"Diamond,Elizabeth",Blade Runner,Sci Fi,Middle,6,8.53,51.2
142,136489,Silver Screen Video,6/1/2015,"Sagan,Jessica",Blade Runner,Sci Fi,Middle,24,7.28,174.6
290,136537,Silver Screen Video,6/2/2015,"Jennings,John",Blade Runner,Sci Fi,North,16,7,111.92
1966,137118,Classic Films,6/3/2015,"Diamond,Elizabeth",Blade Runner,Sci Fi,Middle,18,9.09,163.68
187,136505,Classic Films,6/4/2015,"Goodman,Paul",Blade Runner,Sci Fi,North,3,8.53,25.6
295,136539,Box Office Supplies,6/5/2015,"Bell,Stephen",Blade Runner,Sci Fi,South,10,7.14,71.35
1313,136899,Box Office Supplies,6/6/2015,"Sagan,Jessica",Blade Runner,Sci Fi,Middle,11,6.58,72.33
1901,137096,Soft Focus Video Rental,6/7/2015,"Davis,Charles",Blade Runner,Sci Fi,Middle,18,7.28,130.95
425,136583,Soft Focus Video Rental,6/8/2015,"Hawking,Alfred",Blade Runner,Sci Fi,North,2,8.68,17.35
1860,137086,Lights-Camera-Action Ltd,6/9/2015,"Simpson,Meryl",Blade Runner,Sci Fi,South,25,8.81,220.34
2135,137178,Lights-Camera-Action Ltd,6/10/2015,"Manning,Marilyn",Blade Runner,Sci Fi,Middle,1,7.83,7.83
1897,137095,Lights-Camera-Action Ltd,6/11/2015,"Hawking,Alfred",Blade Runner,Sci Fi,North,11,7.55,83.1
1398,136929,Video Flicks International,6/12/2015,"Putin,Julia",Blade Runner,Sci Fi,North,9,7.41,66.73
1132,136832,Cinefocus DVD,6/13/2015,"Bell,Stephen",Blade Runner,Sci Fi,South,25,8.53,213.35
1895,137094,Cinefocus DVD,6/14/2015,"Bradshaw,John",Blade Runner,Sci Fi,South,14,6.72,94.01
183,136504,Cinefocus DVD,6/15/2015,"Simpson,Meryl",Blade Runner,Sci Fi,South,1,7.97,7.97
1941,137109,Cinefocus DVD,6/16/2015,"Ashe,Lucille",Blade Runner,Sci Fi,Middle,13,7.13,92.75
1240,136875,Cinefocus DVD,6/17/2015,"Manning,Marilyn",Blade Runner,Sci Fi,Middle,6,8.25,49.52
2108,137169,Cinefocus DVD,6/18/2015,"Silverstone,Gloria",Blade Runner,Sci Fi,Middle,20,8.25,165.08
37,136450,Cinefocus DVD,6/19/2015,"Simpson,Howard",Blade Runner,Sci Fi,North,12,8.39,100.73
1211,136862,AV Supplies,6/20/2015,"Streep,Margaret",Blade Runner,Sci Fi,South,17,8.11,137.94
2064,137155,AV Supplies,6/21/2015,"Jennings,John",Blade Runner,Sci Fi,North,20,7,139.9
764,136697,Magic Lantern Classic Film Rental,6/22/2015,"Lee,Frank",Blade Runner,Sci Fi,South,8,6.86,54.84
1364,136916,Magic Lantern Classic Film Rental,6/23/2015,"Streep,Margaret",Blade Runner,Sci Fi,South,11,7.41,81.56
1579,136989,Magic Lantern Classic Film Rental,6/24/2015,"Newhart,Anna",Blade Runner,Sci Fi,Middle,24,8.25,198.1
564,136628,Magic Lantern Classic Film Rental,6/25/2015,"Hawking,Alfred",Blade Runner,Sci Fi,North,7,6.3,44.07
1920,137102,Magic Lantern Classic Film Rental,6/26/2015,"Hawking,Alfred",Blade Runner,Sci Fi,North,2,6.58,13.15
1747,137044,Magic Lantern Classic Film Rental,6/27/2015,"Armstrong,Dan",Blade Runner,Sci Fi,North,1,6.72,6.72
943,136769,Cheapo Cheap DVD's Ltd,6/28/2015,"Silverstone,Gloria",Blade Runner,Sci Fi,Middle,12,7,83.94
1378,136922,Cheapo Cheap DVD's Ltd,6/29/2015,"Carrey,Julia",Blade Runner,Sci Fi,North,12,8.39,100.73
354,136562,Addison-Freelander Screen Agency,6/30/2015,"Bell,Stephen",Blade Runner,Sci Fi,South,14,8.67,121.43
838,136725,Addison-Freelander Screen Agency,7/1/2015,"Simpson,Meryl",Blade Runner,Sci Fi,South,1,7.69,7.69
